store_key	storename	address	telno	region_name	province_name	city_muni_name	latitude	longitude
1224	V Corporate Center	125 LP Leviste, Salcedo Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5597	121.025
1240	LSPU-San Pablo	San Pablo City Laguna			LAGUNA	SAN PABLO CITY	14.0813	121.312
1345	Kamias 2	# 1 Kamias road, Quezon City	0932	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6311	121.047
1347	Sagandaan(Tandang Sora Ext.)	Brgy Sangandaan Quezon City	0917	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6801	121.018
1168	ACT Tower	135 H.V Dela Costa st, Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5618	121.023
1257	Manhattan Parkview	Manhattan Parkview Retail	0907	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6225	121.055
1304	Trece 4	Brgy Luciano, Trece Martirez Cavite			CAVITE	TRECE MARTIRES CITY (Capital)	14.2751	120.871
1319	Trece 3	Brgy Luciano Trece Martirez City			CAVITE	TRECE MARTIRES CITY (Capital)	14.2802	120.869
1349	WPAZ	349 JP Rizal st, Sta Elena Marikina City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6324	121.095
1385	Marco Polo	Ortigas Center Pasig City	0917	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5874	121.063
1412	Tanza Bagtas	Brgy Bagtas Tanza Cavite			CAVITE	TANZA	14.3361	120.86
1413	Tanza Amaya	Amaya road brgy Amaya-I Tanza Cavite			CAVITE	TANZA	14.3806	120.836
1437	Manila Sanitarium	San Juan st, Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5557	120.996
1450	Goa	San Jose st Goa Camarines Sur			CAMARINES SUR	GOA	13.7255	123.529
1192	Red Square	P.Jacinto st,Caloocan City	0925	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7189	121.005
1201	LB City Hall	Los Ba?os Laguna		REGION IV-A (CALABARZON)	LAGUNA	LOS BA?OS	14.1772	121.222
1225	Laurel Batangas	Poblacion3, Laurel Batangas			BATANGAS	LAUREL	14.0537	120.933
1331	BDO Greenhills	Roosevelt Ave. Greenhills San Juan City	4752464	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF SAN JUAN	14.6027	121.045
1348	Calumpang	Manuel Roxas st, Brgy Calumpang Marikina City		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6233	121.096
1485	Tagaytay Highlands	Tagaytay Highlands Tagaytay Cavite			CAVITE	TAGAYTAY CITY	14.1402	121.037
1368	Injap Tower	Road and Jaladoni st, Mandurrio Iloilo City					10.7141	122.553
1306	Bagong Bario	Balintawak Subdivision Caloocan City	0925	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6645	120.996
1363	Kaybiga	Kaybiga Road Caloocan city	0998	NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7192	121.007
1364	Unioil Kalayaan	Unioil Kalayaan station, Malingap st Quezon City	3513072	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.642	121.055
1308	Paliparan 3	Brgy Paliparan Dasmari?as Cavite		REGION IV-A (CALABARZON)	CAVITE	DASMARI?AS	14.2878	120.988
1334	Iriga 2	San Francisco Iriga City Camarines Sur			CAMARINES SUR	IRIGA CITY	13.4211	123.414
1354	Anabu Imus	917 Anabu I-F Imus Cavite			CAVITE	IMUS	14.39	120.94
1404	Amadeo Cavite	119 A. Mabini st, Amadeo Cavite Poblacion			CAVITE	AMADEO	14.1695	120.922
1445	Mabuhay City	Cabuyao City Laguna			LAGUNA	CABUYAO	14.2435	121.17
1298	CEO Flats	Bel Air Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5564	121.035
1414	Villasis	Brgy Pobalacion Villasis Pangasinan	0922	REGION I (Ilocos Region)	PANGASINAN	VILLASIS	15.9005	120.588
1292	Ugong,Valenzuela	Brgy. Ugong Valenzuela City	0948	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.6986	120.977
1398	Mactan Doctor's Hospital	Washington st,cor Cagudoy st. Lapu-Lapu City			CEBU	LAPU-LAPU CITY	10.2904	123.967
1447	Daang-Batang	Rodriquez Ave. San Agustin Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4923	121.015
1383	Uptown Place	General Luna st, Iloilo City					10.7002	122.556
1375	Fuente Circle	Fuente Osme?a Blvd. Cebu City			CEBU	CEBU CITY	10.3096	123.894
1384	Princeton Residences	Aurora Blvd. Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6132	121.034
1269	Shaw MRT	Second Floor Concourse Southbound CS-2		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.581	121.053
1271	UC Main	Sanciangco st, Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2976	123.897
1281	Bayfront Hotel	Kaoshiung st, North Reclamation Area Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3116	123.921
1355	San Mateo 3	Brgy Maly San Mateo Rizal		REGION IV-A (CALABARZON)	RIZAL	SAN MATEO	14.7103	121.133
1361	Rancho	Concepcion 2 Marikina City	0922	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MARIKINA	14.6421	121.122
1372	JM Basa	Basa st, cor Adeguer st Iloilo City					10.6944	122.571
1390	Cordova	Poblacion Cordova Cebu			CEBU	CORDOVA	10.2526	123.949
1392	Kabankalan	Guanzon st, Kabankalan City Negros Occidental					9.99523	122.815
1397	Two Quad	Cebu Business Park Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3142	123.905
1399	Argao	National Highway Argao Cebu		REGION VII (Central Visayas)	CEBU	ARGAO	9.88119	123.605
1400	Guadalupe Church	Rama Ave, Guadalupe Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3296	123.881
1402	Talamban Proper	Dr. J.B Vizcayno Bldg. Talamban Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2137	123.546
1425	Canduman	National Highway Basak Mandaue City					10.3621	123.95
1464	Cebu San Nicolas	Aranas st, cor T. Abellas st Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2938	123.891
1491	Bel-Air Soho	Badajos st, Brgy Poblacion Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5626	121.029
1310	Seaoil P. Tuazon	P. Tuazon St,. Cubao Quezon City	0906	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6162	121.053
1433	Vicas Caloocan	Congressional Road Ext,.Vicas North Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7476	121.034
1498	Bi?an Doctors	Bgry Platero Bi?an City Laguna		REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.29	121.401
1504	PKI Lipa	Brgy. Inosluban Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9744	121.168
1505	Batangas 6	P. Prieto St,. Batangas City		REGION IV-A (CALABARZON)	BATANGAS	BATANGAS CITY (Capital)	13.7576	121.062
1352	Betterliving 5	Fastrack st, Brgy Moonwalk Para?aque City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF PARA?AQUE	14.4899	121.018
1380	Lower Bicutan 2	# 1 M.L Quezon st,,Lower Bicutan Taguig City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5085	121.066
1393	Villamonte	Bacolod City Negros Occidental					10.6685	122.965
1396	Hinigaran	Municipality of Hinigaran Negros Occidental					10.268	122.92
1432	Tayud	Bagong Daan Road Tayid Liloan Cebu					10.3743	123.989
1456	Yati Market	Distribution and Trading Inc,. Yati Liloan Cebu		REGION VII (Central Visayas)	CEBU	LILO-AN	10.2529	123.861
1460	Carcar 2	National Highway Poblacion Carcar Cebu					10.1092	123.647
1482	San Agustin Iloilo	10 Jalandoni st, Brgy Vill Anita,, Iloilo City					10.6994	122.562
1499	Sanciangko	Panganiban st, Pahina Central Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.2964	123.892
1443	M Place	Panay Ave. South Triangle Quezon City	0998	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.639	121.033
1471	Sual	National Highway Brgy Poblacion Sual Pangasinan	0929	REGION I (Ilocos Region)	PANGASINAN	SUAL	16.0651	120.096
1472	Bacnotan	National Highway Poblacion Banotan La Union	0942		LA UNION	BACNOTAN	16.7205	120.349
1473	Magalang Avenue	Magalang Ave. Angeles City Pampanga	0935		PAMPANGA	ANGELES CITY	15.1488	120.594
1534	PTT Lucena	Bacohan Lucena City Quezon		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9615	121.593
1564	West Negros University	Bacolod City Negros Occidental					10.6689	122.957
1577	Cabiao, N.E.	Poblacion Road Cabiao Nueva Ecija Poblacion	0933	REGION III (Central Luzon)	NUEVA ECIJA	CABIAO	15.2497	120.858
1452	Sauyo	Sauyo Novaliches Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6917	121.032
1515	La Union 3	Poblacion San Fernando La Union	0923	REGION I (Ilocos Region)	LA UNION	CITY OF SAN FERNANDO (Capital)	16.6152	120.317
1418	Salcedo 2	1519 Salcedo st, Legazpi Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5581	121.015
1469	Linear Makati	San Antonio Village Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5588	121.008
1481	Legarda-Arlegui	Arlegui st, Quiapo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	QUIAPO	14.5966	120.99
1488	Tambo Exit, Lipa	Tambo Exit Brgy Tambo Lipa City Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9425	121.136
1490	University Tower	University tower Malate Pedro Gil Malate Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	MALATE	14.5751	120.987
1529	City Oil Old Sta. Mesa	4872 Old Sta, Mesa Rd,. Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.601	121.02
1374	Sta. Rosa Exit	Brgy Pulong Sta. Cruz sta. Rosa Laguna			LAGUNA	SANTA CRUZ (Capital)	14.2801	121.085
1510	The Strip Meralco	The Strip Along Ortigas Ave., Pasig City		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5892	121.069
1552	Narciso Avenue	Malabanais Angeles City Pampanga	0933	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1646	120.583
1561	Bauan 3	Poblacion 2 Bauan Batangas			BATANGAS	BAUAN	13.7933	121.007
1313	Hulong Duhat Malabon	17 Womens Club st,cor Flores st, Malabon City		NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF MALABON	14.676	120.943
1360	Santolan Malabon	Brgy Santolan Malabon City		NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF MALABON	14.6866	120.958
1395	A Square Anonas	Project 2, Cubao Q.C	0935	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6279	121.063
1435	8 Adriatico	Padre Faura st,corJ. Bacobo st, Manila City		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5781	120.983
1467	CVSU Rosario	Terejos Convention Rosario Cavite		REGION IV-A (CALABARZON)	CAVITE	ROSARIO	14.4033	120.861
1518	St.Joseph San Pedro	Brgy Langgam san Pedro City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3261	121.017
1532	PUP-Teresa	Aguida Building #265 Teresa st,sta Mesa Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6001	121.013
1558	Abucay,Bataan	Abucay Bataan	0923	REGION III (Central Luzon)	BATAAN	ABUCAY	14.722	120.536
1466	Lorex Ave.	Ta?ada Subd. Valenzuela	0947		NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.6845	120.987
1486	Beata Pandacan	Plaza Building Baeta Pandacan Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	PANDACAN	14.591	121.005
1501	Juan Luna	Juan Luna St,Binondo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	BINONDO	14.6045	120.971
1513	M.V Delos Santos	M.V Delos Santos Sampaloc, Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6029	120.991
1539	Baloc,N.E	Cagayan Valley Rd.Brgy Baloc Nueva Ecija	0906	REGION III (Central Luzon)	NUEVA ECIJA	SANTO DOMINGO	15.6396	120.892
1407	Mamatid 2	Brgy. Mamatid Cabuyao City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.0583	121.797
1417	Sgt.Bumatay	Katarungan st,. Brgy Plainview Mandaluyong City	0922	NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.576	121.034
1440	Phoenix Kalayaan	Brgy Panamitan, Kawit Cavite		REGION IV-A (CALABARZON)	CAVITE	KAWIT	14.4283	120.894
1442	Cavite State University	Indang-Trece Martires Road Indang Cavite		REGION IV-A (CALABARZON)	CAVITE	INDANG	14.1992	120.882
1446	Fatima 2	Brgy. Marulas Valenzuela City	0939	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.6769	120.981
1516	Sacred Heart Lucena	12 Merchan st, Brgy,.11, Lucena City Quezon		REGION IV-A (CALABARZON)	QUEZON	LUCENA CITY (Capital)	13.9401	121.614
1549	Shell San Roque	Maharlika Highway San Pablo City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PABLO CITY	14.6294	121.097
1562	Lemery 3	National Road brgy Malinis Lemery Batangas		REGION IV-A (CALABARZON)	BATANGAS	LEMERY	15.2213	120.524
1608	Golden Town	Brgy Maduya Camona Cavite		REGION IV-A (CALABARZON)	CAVITE	CARMONA	14.2734	120.986
1611	Blue Residences	Katipunan Ave,.cor Aurora Blvd., Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6329	121.075
1453	Fly Ace-Coral Way	Central Business Park, Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5312	120.988
1465	Rephil Pasay	Rephil station F.B Harrison cor EDSA Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5374	120.996
1487	EDSA M. Dela Cruz	Edsa cor. M Dela Cruz Pasay City		NCR - National Capital Region	NCR, FOURTH DISTRICT	PASAY CITY	14.5379	121.006
1557	Mapandan	Pandan Ave., Poblacion Mapandan Pangasinan	0932	REGION I (Ilocos Region)	PANGASINAN	MAPANDAN	16.023	120.452
1077	E- Luxury One	5077 P. Burgos st., Poblacion Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5663	121.031
1416	Eton Baypark Manila	Roxas Blvd., cor. Kalaw st., Manila City		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	ERMITA	14.5799	120.978
1438	Taguig City Hall	St,. Brgy Tuktukan Taguig City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5295	121.07
1448	CPI Congressional	Cagayan Ave,. Brgy R. Magsaysay Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6609	121.02
1497	Greenbelt Madison	Greenbelt Makati		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5571	121.015
1411	Greenwoods	Executive Village, Cainta Rizal	5650708		RIZAL	CAINTA	14.5614	121.1
1502	CPI E. Rod	E. Rodriquez Ave.cor Sunnyside Drive Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6232	121.028
1503	Tipas	F. Manalo st., Ligid Tipas Taguig		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.541	121.081
1531	Paco 3	Pedro Gil cor,. A Linao and Gen. Luna st Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	PACO	14.5783	120.993
1616	Paete Poblacion	#20-5 J.P Rizal st., Paete Laguna		REGION IV-A (CALABARZON)	LAGUNA	PAETE	14.364	121.483
1193	Sixto Avenue	Bernal Street Rosario Pasig City		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5863	121.084
1508	Somerset Olympia	Sto. Tomas St., Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5564	121.026
1509	Marigondon	Beach Road, Lapu-Lapu City			CEBU	LAPU-LAPU CITY	10.2747	123.975
1541	Badoc Highway	Brgy 9 Paltit badoc Ilocos Norte		REGION I (Ilocos Region)	ILOCOS NORTE	BADOC	17.9239	120.48
1545	Wind Residences	Tagaytay-Nasuglai Highway Tagaytay City		REGION IV-A (CALABARZON)	CAVITE	TAGAYTAY CITY	14.0994	120.943
1553	CPI Sauyo	Brgy Sauyo quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6939	121.055
1559	Bagong Silang 3	Bagong Silang Project,Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7814	121.032
1596	Canlubang Terminal	Canlubang, Calamba City Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.2134	121.111
1605	Sta. Maria, Pangasinan	Poblacion East, Sta Maria Pangasinan		REGION I (Ilocos Region)	PANGASINAN	SANTA MARIA	15.98	120.7
1612	Goa 2	San Juan Bautista st,. Goa Camarines Sur		REGION V (Bicol Region)	CAMARINES SUR	GOA	13.6963	123.484
1621	Jacinto Residences	Kalayaan Ave., Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5583	121.046
1282	Barili	National Highway, Poblacion Barili Cebu		REGION VII (Central Visayas)	CEBU	BARILI	10.1199	123.532
1463	Gaisano Cordova	Gaisano Grand Mall Cordova, Cebu		REGION VII (Central Visayas)	CEBU	CORDOVA	10.2579	123.948
1475	Zerrudo Complex	District of Jaro, Iloilo City					10.7162	122.562
1500	Bagong Silang 2	Bagong Silang Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7722	121.055
1632	Malabon 3	Brgy Longos, Malabon City	0933	NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF MALABON	14.654	120.96
1520	Kornerwalk	San Antonio, Guagua Pampanga	0919	REGION III (Central Luzon)	PAMPANGA	GUAGUA	14.9704	120.605
1434	Chimes Square	Brgy. Pasong Tamo, Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6729	121.061
1444	Nuvo City	Calle Industria Libis Quezon		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6053	121.08
1451	Capitol Drive	16A Capitol hills Drive Diliman Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6635	121.075
1530	Gateway Tower	Araneta Center Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6222	121.053
1551	Soldiers Hill Bacoor	Molino Bacoor Cavite			CAVITE	BACOOR	14.4128	120.99
1594	Dela Costa Homes	Sacred Village Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.7446	121.078
1603	S.H Loyola 2	786 Vicente Cruz, Sampaloc Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	SAMPALOC	14.6101	120.996
1641	San Pedro 7	San Pedro City Laguna		REGION IV-A (CALABARZON)	LAGUNA	SAN PEDRO	14.3657	121.055
1457	Pinamungahan	Poblacion, Pinamungahan Cebu		REGION VII (Central Visayas)	CEBU	PINAMUNGAHAN	10.2165	123.551
1474	Kabankalan Plaza	Kabankalan City Negros Occidental					9.59181	122.485
1483	La Carlota Negros	La Carlota City Negros Occidental					10.4235	122.92
1389	Himamaylan	Municipality of Himamaylan Negros Occidental					10.1005	122.87
1449	Balamban	Sto,. Ni?o Balamban Cebu		REGION VII (Central Visayas)	CEBU	BALAMBAN	10.5065	123.715
1468	Pala Pala 2	Governors Complex Drive Dasmari?as Cavite			CAVITE	DASMARI?AS	14.3019	120.953
1470	Sta. Lucia Mall	Marcos Highway cor. Felix Ave,. Cainta Rizal		REGION IV-A (CALABARZON)	RIZAL	CAINTA	14.6202	121.101
1476	Sta. Barbara Iloilo	Highway cor Roosevelt St,. Sta. Barbara Iloilo					10.8212	122.53
1478	San Carlos Negros	San Carlos City Negros Occidental					10.2855	123.251
1496	CPI Gulang Gulang	Brgy Gulang Gulang Lucena City Quezon			QUEZON	LUCENA CITY (Capital)	13.9482	121.614
1524	Tabunok 2	Sangi, Tabunok,Talisay City, Cebu					10.2637	123.841
1525	Poblacion Toledo	D. Macapagal Highway Toledo City Cebu					10.3758	123.635
1568	Tisa	Katipunan St,. Tisa Labangon Cebu City		REGION VII (Central Visayas)	CEBU	CEBU CITY	10.3015	123.871
1578	San Leonardo, N.E	San Leonardo Nueva Ecija	0920	REGION III (Central Luzon)	NUEVA ECIJA	SAN LEONARDO	15.3647	120.963
1625	Western Bicutan	Pinagsama Phase 2, Taguig City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5169	121.051
1598	IBM Plaza-Eastwood	IBM Plaza-R1 Eastwood City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6075	121.08
1324	Do?a Aurora-E Rod	78 A-E-Rodriquez cor Plaridel St, Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6184	121.01
1484	Mangatarem	Brgy Poblacion Mangatarem pangasinan		REGION I (Ilocos Region)	PANGASINAN	MANGATAREM	15.7891	120.295
1601	Hillcrest Village	Hillcrest Village Camarin Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.751	121.038
1627	Dela Rosa Carpark 2	Dela Rosa Carpark 2 Retail Expansion		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.5568	121.019
1689	CPI OG Road	San Fernando Pampanga		REGION III (Central Luzon)	PAMPANGA	CITY OF SAN FERNANDO (Capital)	15.0431	120.687
1391	Shaw Center Mall	Unit6 548 Shaw Blvd,. Mandaluyong City		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF MANDALUYONG	14.5893	121.037
1423	Pagrai Antipolo	Brgy Mayamot, Antipolo City Rizal		REGION IV-A (CALABARZON)	RIZAL	CITY OF ANTIPOLO	14.6257	121.145
1546	Bagbaguin	Brgy Bagbaguin Valenzuela City		NCR - National Capital Region	NCR, THIRD DISTRICT	CITY OF VALENZUELA	14.7144	121
1550	Lancaster Imus	Brgy,. Alapan 2-A, Imus Cavite			CAVITE	IMUS	14.4042	120.904
1570	Jones Avenue	455 Osme?a Blvd., Cebu City			CEBU	CEBU CITY	10.3083	123.894
1595	Ligas Bacoor	Brgy Ligas Bacoor Cavite		REGION IV-A (CALABARZON)	CAVITE	BACOOR	14.4516	120.969
1614	Dalan Ledesma	Dalan Ledesma St,. Iloilo City					10.6951	122.565
1631	CPI EPSA	Pulung Cacutud, Angeles City Pampanga	0929	REGION III (Central Luzon)	PAMPANGA	ANGELES CITY	15.1654	120.618
1642	Waltermart Makiling	Brgy,. Makiling, Calamba Laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF CALAMBA	14.1605	121.139
1369	USC Talamban	Nasipit Talamban Cebu City			CEBU	CEBU CITY	10.3522	123.914
1517	Bi?an Technopark	Brgy Timboa, Bi?an City Laguna		REGION IV-A (CALABARZON)	LAGUNA	BI?AN	14.2847	121.055
1607	Amethyst Drive	Pearl Drive Ortigas Pasig City		NCR - National Capital Region	NCR, SECOND DISTRICT	CITY OF PASIG	14.5821	121.061
1626	Pasil	Brgy Pasil Cebu City			CEBU	CEBU CITY	10.2926	123.894
1711	Tabaco	Ziga Ave,. Tabaco City Albay		REGION V (Bicol Region)	ALBAY	CITY OF TABACO	13.3616	123.728
1477	Alta Tierra	Alta Tierra Village Tabuc Suba Jaro Iloilo					10.7397	122.563
1492	CPI Pe?aranda	Legazpi City Albay			ALBAY	LEGAZPI CITY (Capital)	13.1548	123.751
1493	CPI Daraga	Brgy,. Ilawod-1 Daraga Albay			ALBAY	LEGAZPI CITY (Capital)	13.1486	123.714
1495	CPI Tagapo	National Road brgy Tagapo Sta,. Rosa laguna		REGION IV-A (CALABARZON)	LAGUNA	CITY OF SANTA ROSA	14.3212	121.097
1540	5th Ave	Rizal Ave 5th Ave Caloocan City		NCR - National Capital Region	NCR, THIRD DISTRICT	CALOOCAN CITY	14.6442	120.984
1593	Mandaue Cabancalan	M.L Quezon st,. Cabancalan Mandaue City		REGION VII (Central Visayas)	CEBU	MANDAUE CITY	10.3805	123.928
1604	San Francisco, Gen Trias	San Francisco Gen. Trias Cavite			CAVITE	GENERAL TRIAS	14.3228	120.913
1610	Wakas Bocaue	Wakas Bocaue, Bulacan		REGION III (Central Luzon)	BULACAN	BOCAUE	14.7999	120.923
1623	Francesca Tower	Scout Borromeo st,. Quezon City	0935	NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6369	121.042
1687	Lipa San Sebastian	Brgy Mataas na Lupa, Lipa Batangas		REGION IV-A (CALABARZON)	BATANGAS	LIPA CITY	13.9384	121.154
1494	CPI Sipocot	Province of Camarines Sur		REGION V (Bicol Region)	CAMARINES SUR	SIPOCOT	13.748	122.973
1542	Belton Place	Yakal St,. Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5615	121.012
1565	V.A Rufino	Unit G02, GF Angelus Plaza Makati City		NCR - National Capital Region	NCR, FOURTH DISTRICT	CITY OF MAKATI	14.5566	121.018
1574	Iloilo City Hall	J.M Basa cor. Ortiz Sts,. Iloilo City			CEBU	CEBU CITY	10.693	122.572
1575	Sapang Palay	San Jose Del Monte Bulacan			BULACAN	CITY OF SAN JOSE DEL MONTE	14.8364	121.077
1634	Mary Johnston Hospital	1221 Juan Nolasco st,. tondo Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	TONDO I / II	14.6088	120.967
1658	Sta. Rita, Olongapo	West Bajac-Bajac, Olongapo City	0915		ZAMBALES	OLONGAPO CITY	14.845	120.291
1667	PTT Mexico	PTT Gasoline Station Mexico,Pampanga	0908		PAMPANGA	MEXICO	15.061	120.719
1666	Molino 6	Molino 5, Bacoor Cavite			CAVITE	BACOOR	14.3979	120.974
1489	Residencia Real	Solana cor. Real Sts,. Intramuros Manila		NCR - National Capital Region	NCR, CITY OF MANILA, FIRST DISTRICT	INTRAMUROS	14.591	120.977
1554	Panorama Tower BGC	Lane A, Bonifacio Global City		NCR - National Capital Region	NCR, FOURTH DISTRICT	TAGUIG CITY	14.556	121.049
1394	Victorias	Osme?a cor. Jover St,. Victorias Negros Occidental					10.9009	123.07
1544	Gilmore	Brgy.Valencia, New Manila Quezon City		NCR - National Capital Region	NCR, SECOND DISTRICT	QUEZON CITY	14.6136	121.035
1588	Tuburan	Brgy 3,. Tuburan Cebu		REGION VII (Central Visayas)	CEBU	TABURAN	10.7271	123.824
1592	Consolacion Cebu	Pitogo Consolacion Cebu					10.3799	123.966
